age,income,loan_amount,credit_score,employment_years,debt_to_income_ratio,overdue_times,loan_term,has_house,has_car,default
35,107674.97,158838.85,736,7,0.677,0,24,0,1,0
52,63687.43,84180.61,598,23,0.674,1,36,0,0,1
40,50000.0,50768.87,753,12,0.898,1,48,0,0,0
53,101554.95,20051.47,598,25,0.081,1,48,1,1,0
26,141163.47,84231.95,614,0,0.384,2,36,0,0,0
36,142391.53,117912.43,689,8,0.682,0,24,1,0,0
31,161758.02,167716.65,710,0,0.904,4,36,0,1,0
30,54225.1,42103.36,725,5,0.595,1,24,0,1,0
33,111977.79,126607.93,652,6,0.576,0,24,0,1,0
36,96683.39,129649.45,705,13,0.567,1,24,1,1,1
26,104898.73,110732.88,723,1,0.469,0,36,0,1,0
49,99180.66,90894.01,677,19,0.744,0,24,0,1,0
43,81048.12,83052.3,648,15,0.541,5,12,1,1,1
54,50000.0,63711.09,537,31,0.704,2,48,0,0,1
49,184024.29,132574.64,711,22,0.328,0,12,1,1,0
26,126563.01,64880.3,664,0,0.313,2,60,0,1,0
23,55941.94,26648.51,625,1,0.262,4,36,0,0,0
37,134983.69,64227.78,769,16,0.268,1,12,0,1,0
40,89206.83,83463.49,539,15,0.346,2,60,0,1,0
30,90351.46,59253.98,800,2,0.412,2,36,0,0,0
52,77204.53,62081.78,658,28,0.335,0,48,0,0,0
44,138915.17,92016.62,687,14,0.445,2,36,1,0,0
50,76121.0,30852.2,626,19,0.305,0,36,0,1,0
25,66597.64,13461.01,518,0,0.137,3,48,0,0,1
53,181549.78,90206.81,648,28,0.218,1,36,0,0,0
29,100659.96,97443.96,688,8,0.697,8,36,0,1,1
38,102092.15,100245.66,717,8,0.587,1,24,0,1,0
38,148986.18,140210.01,643,7,0.532,1,24,1,1,0
53,80788.18,111920.27,474,27,0.609,1,12,0,0,1
32,88373.82,79350.58,529,5,0.85,2,48,1,0,1
30,125188.0,133323.66,834,0,0.624,0,36,1,0,0
34,54523.12,72826.33,567,5,0.833,5,60,0,1,1
35,120510.79,138154.28,781,13,0.466,2,24,0,0,0
28,77647.13,81159.94,581,0,0.789,2,36,0,0,1
28,160325.7,173528.73,644,0,0.562,1,24,0,1,0
30,139524.92,120116.2,713,0,0.684,0,48,0,0,0
39,131471.68,108387.6,590,13,0.322,0,48,1,1,0
34,52937.57,61254.67,795,7,0.611,3,36,1,0,0
36,104137.98,111099.62,666,12,0.851,2,36,1,0,1
49,64230.28,44300.29,699,21,0.405,3,48,0,1,0
30,107302.93,75550.08,637,7,0.261,6,24,1,1,0
57,50000.0,70791.43,716,32,0.95,4,36,0,1,1
51,54536.5,33443.57,794,27,0.57,3,48,0,0,1
27,186290.98,140249.82,649,2,0.434,0,24,0,1,0
33,128807.45,112591.57,807,8,0.632,4,48,0,1,0
28,93039.82,61387.68,608,7,0.378,2,48,1,0,0
31,72479.97,35047.25,725,2,0.33,0,12,0,0,0
35,66975.74,67018.77,702,9,0.794,2,24,0,0,1
26,119380.37,36378.8,569,0,0.222,2,36,1,1,1
21,93467.16,117329.0,678,0,0.676,1,48,0,0,1
38,218817.04,95462.4,661,9,0.204,1,36,1,1,1
49,100393.86,70185.04,587,26,0.473,1,36,0,1,0
33,112019.05,70071.13,690,6,0.466,2,24,1,1,0
55,58405.97,66110.78,672,29,0.786,3,12,0,0,1
35,92752.07,83302.51,654,9,0.383,0,12,0,0,0
57,118142.42,127780.26,654,29,0.609,5,24,0,1,0
30,92248.97,86148.06,652,0,0.744,1,12,0,1,0
42,87681.58,63274.96,629,18,0.316,0,12,0,1,0
51,126387.69,50918.57,672,20,0.355,0,36,0,1,0
23,215705.75,150985.72,605,0,0.441,2,36,0,1,0
58,116452.21,23486.03,850,34,0.166,1,12,1,1,0
35,182569.07,81826.09,540,11,0.249,0,36,0,1,0
40,144310.29,42861.69,610,8,0.168,2,24,1,0,0
46,177719.02,141044.52,617,24,0.738,2,36,0,1,0
46,82919.54,57576.09,833,21,0.479,3,60,1,1,0
21,99397.54,121600.83,548,0,0.503,0,36,0,1,1
55,99583.51,84102.7,696,25,0.781,2,12,1,1,0
45,139500.68,22857.97,681,19,0.094,1,36,0,1,0
60,155840.1,133166.66,688,28,0.663,0,48,0,0,0
39,115413.35,62462.85,765,10,0.231,0,24,0,0,0
45,161865.0,133562.33,763,16,0.712,2,60,1,1,0
38,84668.66,49987.82,622,8,0.546,3,36,0,1,1
56,162497.83,128884.33,676,34,0.46,3,12,0,1,0
54,172320.99,109389.98,502,28,0.277,1,36,0,1,1
57,147986.06,108187.77,668,29,0.5,1,48,1,0,0
41,115887.64,74325.46,593,18,0.287,3,36,0,1,1
52,150391.25,94301.52,644,30,0.386,3,60,0,1,0
35,72962.29,118140.65,517,13,0.95,4,60,0,0,1
39,119284.06,34268.82,694,9,0.125,1,24,1,0,0
51,124895.13,111453.76,516,23,0.82,0,12,1,0,1
24,59977.09,39677.0,673,0,0.512,2,24,0,0,0
49,135071.95,87607.38,556,20,0.368,1,36,0,0,0
21,62195.1,55977.49,588,0,0.539,0,36,1,0,1
44,89988.46,100635.81,758,14,0.95,0,24,0,1,0
40,111067.39,56323.71,710,9,0.322,5,60,1,1,0
39,78524.71,150769.99,758,8,0.95,4,24,0,0,0
40,113226.93,42566.62,793,17,0.146,0,48,0,0,0
40,112414.77,118410.85,594,10,0.54,2,60,1,1,0
37,75426.83,55834.17,787,12,0.489,1,12,0,1,0
39,140869.4,101352.84,535,14,0.31,3,24,0,1,1
43,77352.61,67049.33,723,15,0.489,1,24,1,1,0
51,305464.38,149548.05,618,23,0.324,1,60,1,1,0
43,103853.29,54526.51,581,17,0.266,1,36,0,0,0
46,64403.14,59764.67,712,14,0.416,3,60,0,0,0
54,70055.72,126863.74,740,31,0.925,1,36,0,0,1
60,182848.13,97063.84,738,38,0.212,1,36,0,0,0
25,90751.63,95654.64,678,4,0.493,2,60,0,1,0
49,59059.83,103604.2,671,19,0.678,7,36,0,0,1
30,160198.79,18858.31,705,5,0.108,1,48,1,0,0
28,90489.74,80910.4,686,2,0.399,0,36,1,0,0
52,146391.35,110816.62,706,24,0.266,1,12,0,0,0
23,166209.57,162077.16,677,0,0.901,2,12,0,1,0
54,123439.77,90924.89,732,27,0.593,0,24,0,0,0
51,320666.95,223013.78,522,30,0.355,1,48,1,1,0
60,50204.8,16314.38,649,38,0.285,0,36,0,1,0
47,75502.61,75761.49,542,15,0.876,2,36,0,1,1
55,97228.82,116561.49,684,29,0.95,1,12,0,1,1
25,301802.49,296272.29,800,2,0.692,3,48,0,1,0
56,245021.47,115161.79,620,31,0.329,0,48,0,1,0
27,194835.5,59467.3,671,2,0.284,1,48,1,1,0
33,76316.48,68604.17,724,9,0.566,2,60,1,0,0
26,80428.06,92877.48,484,2,0.95,2,12,0,0,1
37,75142.98,125819.43,616,8,0.699,3,12,1,0,1
50,76684.73,52540.84,691,28,0.528,1,36,0,0,0
31,213569.39,153106.74,414,7,0.677,2,24,1,1,1
53,97763.33,158206.43,577,27,0.576,3,48,0,0,1
45,103758.96,52691.75,754,18,0.256,1,48,0,0,0
46,154581.08,114911.72,745,15,0.61,1,12,1,1,0
58,51606.99,56649.86,692,26,0.868,1,60,0,1,0
38,111713.25,86698.47,735,14,0.614,2,12,0,1,0
34,66596.53,34243.21,678,7,0.483,4,48,0,0,1
60,95560.35,84233.47,707,39,0.359,1,36,0,1,0
43,83793.5,50320.86,633,15,0.453,1,48,1,0,1
45,81871.7,77908.49,670,23,0.699,4,12,0,0,0
32,120754.13,55579.9,606,11,0.218,3,60,0,0,1
29,120516.99,128015.25,767,0,0.507,0,60,0,0,0
27,98822.51,132351.3,789,4,0.95,1,36,0,1,0
29,128902.03,44210.95,777,3,0.255,0,36,0,1,0
28,73800.7,18512.01,625,6,0.178,0,48,1,0,0
50,148258.65,81307.28,579,21,0.344,0,36,0,1,1
23,99430.13,62109.61,769,0,0.476,2,36,1,1,0
46,87759.15,22996.39,706,19,0.142,2,36,0,1,0
58,76294.68,82532.09,688,27,0.532,0,60,0,0,0
51,97867.63,84373.08,606,25,0.61,2,36,0,1,0
37,253162.71,224700.26,696,14,0.639,0,24,1,0,0
23,106033.33,10000.0,568,1,0.079,0,60,0,1,0
54,65187.2,53004.3,714,31,0.488,1,24,0,1,0
21,164961.7,119501.23,777,0,0.586,1,24,0,1,0
48,88223.81,74272.38,799,24,0.758,2,60,0,1,0
47,123957.19,131523.94,720,24,0.642,1,24,0,1,0
28,83071.15,74900.73,543,0,0.609,2,12,1,1,1
50,194142.56,124211.98,677,28,0.573,1,36,1,0,0
28,83630.04,67542.59,842,0,0.428,0,60,0,0,0
30,204645.83,77360.36,586,5,0.296,0,12,1,1,0
53,68038.75,75811.46,655,24,0.776,2,36,0,0,0
60,95625.24,70980.78,780,33,0.444,0,12,0,0,0
31,204842.79,52601.05,712,0,0.223,2,36,0,1,0
57,117674.59,62804.89,850,31,0.237,2,36,0,0,0
57,303203.56,197504.35,598,33,0.242,0,24,1,1,0
51,96653.41,35935.85,576,23,0.176,1,60,0,0,1
26,122475.87,54213.95,764,0,0.388,0,48,0,1,0
32,257124.88,81066.46,558,6,0.175,2,60,0,1,0
48,55200.9,75974.53,643,21,0.95,2,60,0,0,1
60,52209.12,49201.46,654,34,0.46,2,60,0,0,0
53,76268.96,11522.51,748,29,0.097,0,48,0,1,0
37,157316.93,35484.88,712,13,0.15,0,24,1,1,0
30,52868.71,84436.01,699,0,0.794,0,60,0,1,1
59,142724.59,158696.36,626,30,0.648,0,36,1,1,1
32,138277.53,139073.37,763,10,0.51,1,24,0,1,0
34,270080.57,136370.28,850,2,0.207,0,36,0,1,0
59,174637.59,73321.08,719,30,0.256,1,24,1,1,0
43,128517.79,66587.67,668,22,0.357,0,36,1,0,0
31,201110.51,29059.18,550,2,0.058,0,48,1,1,1
21,139038.59,159001.95,606,0,0.646,1,36,1,1,1
38,88695.86,68009.79,642,7,0.481,1,24,0,0,1
60,65181.27,50880.24,615,34,0.71,1,12,1,1,0
38,84439.07,88918.2,659,11,0.754,1,60,1,0,0
48,107148.05,105068.17,811,24,0.898,3,36,0,1,0
31,118037.57,93798.08,766,7,0.528,4,36,0,1,0
52,50000.0,70351.48,646,24,0.95,3,48,0,0,1
52,98834.09,55522.57,557,22,0.229,1,60,1,1,1
45,110510.06,87713.45,774,14,0.547,1,36,1,1,0
51,139579.81,77889.13,656,21,0.313,2,48,0,1,0
44,226853.66,85328.68,513,16,0.296,1,24,1,1,1
36,118603.83,104869.0,721,9,0.775,2,60,0,0,0
50,72453.24,48855.16,747,25,0.524,1,36,0,0,0
54,50000.0,91066.85,454,24,0.734,4,48,0,1,1
54,148621.03,85240.98,590,30,0.414,0,12,1,0,0
29,73785.0,77889.6,651,5,0.841,3,48,0,0,1
48,161147.7,142757.55,722,17,0.326,0,36,0,0,0
21,204605.51,85137.33,616,0,0.188,1,36,0,1,1
43,54456.98,96932.43,589,18,0.95,3,48,0,0,1
43,139979.55,62652.0,722,12,0.241,0,48,0,1,0
35,195180.51,159266.23,620,3,0.316,2,36,1,1,0
60,172571.63,83172.69,706,36,0.426,1,60,1,1,0
56,50000.0,27799.39,566,29,0.512,2,24,0,1,1
22,74299.28,61538.56,545,0,0.475,2,36,0,1,1
29,61323.52,58649.35,724,0,0.904,0,24,0,1,1
29,138076.44,86090.71,681,0,0.539,0,24,1,1,0
56,131399.42,49034.05,738,29,0.255,1,60,0,1,0
41,50000.0,56991.64,615,11,0.91,4,12,0,0,1
50,95284.82,87357.4,592,22,0.836,3,60,1,1,1
53,156423.75,99542.07,776,22,0.5,2,24,0,1,0
51,116609.87,85073.61,531,26,0.403,3,48,0,1,1
24,116520.22,10000.0,766,0,0.05,1,12,0,0,1
26,92573.0,91140.75,772,0,0.6,0,48,0,1,1
36,67743.01,56021.05,733,4,0.382,1,60,0,0,0
34,108263.67,43402.45,602,6,0.145,1,36,1,0,1
50,111685.49,64746.48,591,28,0.361,4,36,0,1,1
27,143898.65,56650.82,642,6,0.216,2,48,1,0,0
35,149257.01,97213.06,550,8,0.265,1,48,0,0,1
30,113395.57,113277.11,578,0,0.872,3,12,0,0,1
28,178565.14,161851.37,715,2,0.384,3,48,0,1,0
27,92160.22,51268.57,715,0,0.405,1,48,1,1,0
28,56964.81,105229.72,571,0,0.95,5,48,0,0,1
43,135222.14,84395.22,717,16,0.585,2,24,0,1,0
37,115482.1,58426.94,699,6,0.254,0,36,0,0,0
38,136437.13,97451.76,788,10,0.351,1,60,1,1,0
40,61759.12,69545.61,708,11,0.818,6,36,1,0,1
50,244228.18,10000.0,750,20,0.05,0,36,1,1,0
55,150200.46,114325.56,701,27,0.637,5,60,0,1,0
42,95836.74,58389.13,743,21,0.277,1,24,0,1,0
46,71614.02,34343.68,551,20,0.254,2,36,0,0,1
50,177144.14,80111.4,650,28,0.16,0,48,1,1,0
48,66449.9,88410.07,657,21,0.95,4,48,0,1,1
26,301828.47,197844.36,639,4,0.357,1,60,1,1,0
60,82789.6,57963.67,698,33,0.344,2,48,0,1,0
27,236623.93,119616.15,714,2,0.36,0,24,1,1,0
37,100406.96,66143.43,693,16,0.33,2,36,0,1,0
47,222200.64,98142.63,645,25,0.17,1,12,1,1,0
37,78378.83,67694.92,597,10,0.425,1,60,0,0,1
30,110026.48,89396.31,753,9,0.699,1,24,0,1,0
57,156707.64,57021.8,690,26,0.257,0,36,1,1,0
23,146962.79,85065.69,573,0,0.366,0,36,0,0,1
30,179036.12,113671.77,644,1,0.409,1,24,0,1,0
60,87608.87,110696.81,512,37,0.95,2,24,0,1,1
50,113341.85,149504.13,663,20,0.487,3,48,1,1,1
24,191333.81,191370.67,643,0,0.447,3,12,1,1,0
51,79430.29,92399.77,611,26,0.95,3,60,0,1,1
59,141159.18,120935.51,795,38,0.575,0,60,1,1,0
24,98851.88,32667.88,562,0,0.313,0,12,0,0,1
37,119687.97,145932.57,720,7,0.927,2,60,1,0,1
39,113328.69,38577.16,846,18,0.267,0,24,1,0,0
26,76517.33,110258.94,752,5,0.95,1,12,1,0,0
29,97021.52,53050.16,657,4,0.197,0,24,0,0,0
27,116450.26,105126.27,564,0,0.808,2,48,0,0,1
28,104169.45,140375.73,544,2,0.895,3,48,1,1,1
37,221401.08,78301.57,625,11,0.126,0,24,0,1,0
39,171867.65,113208.63,602,15,0.313,2,48,0,1,0
30,124304.72,43778.96,599,9,0.197,3,48,0,1,0
32,77387.78,56049.34,632,11,0.378,2,48,1,1,1
28,75296.55,90237.44,651,6,0.439,0,36,1,1,1
52,265193.48,156846.52,701,23,0.306,3,48,0,1,0
29,69255.06,83514.01,555,0,0.95,3,48,0,1,1
57,114833.3,54121.42,602,31,0.331,1,24,0,0,1
42,128338.54,131260.02,646,21,0.559,3,48,1,1,1
53,94836.0,47346.7,643,28,0.201,1,24,0,1,1
46,69494.88,104081.2,816,14,0.95,4,48,0,1,0
31,76634.03,112229.95,680,8,0.95,3,48,0,0,1
45,85312.2,45947.82,523,19,0.189,0,24,1,0,0
31,79278.97,86707.15,696,4,0.95,3,24,0,1,1
25,198287.68,75493.53,706,1,0.194,2,48,1,1,0
31,108650.69,102454.1,649,5,0.479,2,60,0,1,0
32,86188.28,92857.28,557,6,0.572,1,60,1,0,1
26,114477.22,88258.57,809,0,0.715,0,48,1,0,0
21,147352.09,123158.27,569,0,0.714,0,24,0,1,1
58,93425.64,62511.93,716,31,0.49,1,24,0,1,0
41,163716.5,191884.6,677,20,0.758,1,48,1,0,0
37,61573.32,53728.75,711,16,0.477,0,36,0,0,0
58,184810.57,75698.6,805,33,0.226,2,48,0,1,0
29,108659.18,145161.26,708,0,0.729,3,24,0,0,0
37,106765.96,58919.09,613,16,0.479,1,12,0,1,1
54,79869.04,86583.99,754,33,0.823,2,36,1,0,0
46,62784.75,50340.71,606,17,0.476,4,36,0,0,1
36,51534.03,10000.0,674,10,0.184,4,48,0,1,0
31,77400.65,22652.0,550,8,0.134,0,24,0,1,1
22,142123.68,54957.2,572,0,0.153,1,48,0,1,0
24,70786.58,62674.34,664,0,0.505,0,36,0,1,1
27,54349.91,60507.68,691,0,0.95,2,48,1,0,1
52,72469.47,72850.0,515,24,0.366,1,36,1,0,1
46,91750.21,61227.66,702,22,0.266,2,36,1,0,0
38,93388.59,84900.22,590,11,0.504,1,48,1,1,0
52,102949.95,110200.39,769,21,0.95,0,36,0,1,0
27,173628.43,201489.06,630,3,0.645,1,36,0,1,1
29,191408.37,58263.74,564,4,0.23,3,48,1,1,1
36,268997.71,157674.39,666,14,0.509,1,12,1,1,0
57,52511.72,31072.64,582,29,0.445,0,60,0,0,0
45,74224.7,38891.05,768,24,0.212,1,24,0,0,0
55,149390.4,125698.85,660,32,0.369,0,24,0,0,0
30,88937.22,51361.71,647,1,0.292,4,48,0,0,0
54,160709.54,65448.14,710,33,0.337,5,24,1,1,0
23,119754.73,79068.05,575,0,0.549,4,60,0,1,1
30,222046.45,91937.63,550,5,0.187,2,36,1,1,0
41,174420.14,65589.03,695,16,0.217,1,24,0,1,0
23,175862.46,182307.58,567,0,0.45,4,12,1,0,1
55,90640.62,90169.45,566,27,0.631,3,12,0,0,1
55,104416.46,108505.11,731,29,0.591,2,12,0,0,0
42,95095.41,38000.96,705,11,0.378,3,12,0,1,0
33,55400.76,10871.29,553,1,0.114,4,24,0,0,1
24,211566.82,169145.43,607,1,0.304,3,24,0,1,0
45,152576.94,73745.06,583,16,0.32,1,36,0,0,1
42,93408.52,74573.2,811,18,0.714,1,24,0,1,0
51,196234.69,118539.03,737,19,0.345,1,12,0,1,0
45,82152.66,72216.51,624,21,0.739,1,12,0,1,0
26,50000.0,74346.77,709,2,0.892,1,24,0,0,0
25,171667.78,43024.36,545,0,0.173,1,24,1,1,0
52,61368.25,66986.18,603,22,0.711,3,24,1,0,1
27,99897.61,43147.69,669,5,0.378,2,36,0,0,0
58,119701.37,76078.44,698,31,0.439,3,60,1,1,0
25,129762.28,130902.38,652,0,0.583,4,24,1,0,0
50,159816.33,118145.49,681,22,0.599,1,24,1,1,0
60,141688.06,86252.8,667,33,0.231,2,48,0,1,0
38,139727.82,89310.33,646,6,0.328,0,36,1,1,0
23,76432.38,21285.32,635,0,0.145,0,12,0,1,1
56,124543.41,121567.05,624,28,0.675,2,48,0,1,0
28,55409.29,11572.23,680,0,0.178,2,48,0,1,0
42,220347.69,224103.92,695,11,0.694,3,60,0,1,0
60,58037.57,11254.53,677,37,0.121,3,60,1,1,0
50,93349.15,143160.79,560,21,0.597,2,36,1,0,0
22,60264.99,29608.83,575,0,0.458,3,48,0,0,1
53,78544.86,86233.78,694,31,0.579,3,36,1,0,0
27,109759.05,89786.56,785,0,0.35,1,60,1,1,0
50,85996.24,71787.24,673,21,0.709,3,36,1,1,0
45,182573.99,157195.91,625,20,0.761,2,24,0,0,0
32,120825.84,81739.13,679,6,0.358,1,12,0,1,0
37,88582.59,77439.85,563,11,0.594,3,36,1,0,0
25,102732.94,104829.77,771,0,0.837,4,36,0,0,1
60,188879.63,137794.83,676,28,0.265,0,48,0,1,0
30,164224.87,49015.55,603,0,0.281,3,24,1,0,0
33,65352.64,89341.84,646,5,0.744,2,48,0,0,0
41,80314.6,72820.33,615,19,0.578,4,12,0,0,0
47,135084.45,82420.8,771,16,0.232,1,36,0,1,0
41,127901.4,55489.2,643,19,0.164,2,36,0,1,1
41,68004.44,71481.25,673,18,0.438,0,24,1,0,0
44,152833.9,124300.08,709,23,0.441,0,36,0,1,0
55,73065.14,103404.8,597,23,0.95,3,24,0,1,1
36,196167.08,88207.94,676,10,0.296,2,24,1,1,0
54,138448.28,19620.12,683,31,0.077,0,48,0,0,0
52,65554.29,103124.65,528,31,0.95,6,24,0,0,1
59,85983.91,81590.19,681,34,0.483,2,48,1,1,0
57,85313.9,73895.52,656,28,0.627,1,48,1,0,0
52,117236.03,101793.07,671,20,0.568,4,12,0,0,1
30,99529.6,64435.09,663,3,0.374,0,60,0,1,1
51,65155.37,51354.11,682,23,0.6,2,48,1,1,0
50,58254.89,40443.15,774,19,0.406,2,48,0,1,0
32,139673.17,37127.12,560,1,0.222,0,48,1,1,0
48,124095.49,24668.91,631,24,0.141,3,36,0,1,0
31,114404.07,69031.42,717,0,0.284,2,60,1,1,0
41,123232.65,67757.92,701,14,0.246,2,24,0,0,0
52,82576.99,61519.37,699,20,0.375,0,12,1,0,0
28,118515.21,97133.06,850,6,0.738,1,48,1,0,0
34,341918.44,64126.37,712,12,0.158,1,24,1,0,0
52,185082.18,99283.25,756,21,0.501,0,36,1,1,0
39,95818.99,101090.73,634,10,0.84,5,36,0,0,1
59,86204.94,54442.23,576,36,0.568,3,24,0,0,0
21,50000.0,41084.42,633,0,0.463,4,60,1,0,1
49,176471.09,132834.14,721,27,0.543,0,24,1,1,0
53,155433.37,147339.13,695,24,0.554,1,24,0,1,0
57,85415.03,69211.52,694,34,0.704,4,48,0,1,0
27,57281.42,27316.75,642,6,0.452,2,48,0,1,1
60,64869.29,10618.39,628,30,0.131,1,60,1,0,0
36,133249.56,75358.59,645,5,0.463,5,24,1,1,0
35,104798.7,56164.95,722,13,0.471,2,60,1,0,0
35,148927.73,65030.89,731,13,0.178,1,36,0,1,0
46,113425.26,109590.0,574,18,0.617,0,60,1,0,1
47,168559.06,83628.62,725,26,0.392,2,12,1,1,0
39,128837.71,58059.78,605,10,0.321,0,36,0,0,0
23,158412.54,130960.46,700,0,0.557,2,36,1,0,0
60,50000.0,66033.75,644,30,0.768,2,36,1,1,0
29,62601.5,57151.36,793,6,0.44,0,12,1,1,0
24,92599.75,85388.57,624,1,0.833,2,36,1,1,1
44,177336.79,99558.63,675,15,0.444,1,48,1,1,0
37,254291.97,63841.86,712,16,0.18,0,36,1,1,0
45,101325.55,54460.65,586,18,0.216,3,36,0,1,1
56,82850.16,58955.12,654,30,0.297,0,24,0,0,0
24,50000.0,27237.94,637,0,0.332,2,60,0,0,0
32,160910.52,173269.41,616,9,0.458,2,36,0,1,0
41,85170.83,73556.56,623,11,0.379,2,36,0,0,1
52,413019.71,233831.58,755,23,0.226,0,60,1,1,0
45,78219.03,73284.64,609,22,0.493,1,48,0,0,1
36,281355.37,88727.05,708,11,0.112,0,24,1,1,0
45,152781.69,154125.99,687,24,0.796,2,48,1,0,1
60,68684.65,26506.89,541,34,0.274,1,60,0,0,0
40,121111.24,96673.01,704,16,0.523,2,12,1,0,0
56,154372.11,144780.3,540,34,0.884,0,48,1,0,1
52,98581.27,60948.44,713,25,0.395,0,24,0,0,0
33,159068.82,123684.65,617,6,0.678,7,48,0,1,1
30,157500.0,173322.84,661,8,0.51,3,48,0,1,1
51,142678.96,158389.76,550,28,0.565,1,60,1,0,1
29,108292.05,67337.49,670,8,0.34,0,48,0,1,0
34,64297.56,92828.7,739,5,0.95,2,12,0,0,1
30,105392.48,66035.2,591,5,0.561,1,36,0,1,0
45,118093.16,38937.7,608,24,0.204,2,60,1,0,1
32,50000.0,10000.0,699,9,0.171,2,24,0,0,0
47,117730.79,69434.51,701,15,0.289,2,12,1,1,0
58,104447.46,153625.74,453,34,0.95,4,48,0,0,1
54,60871.37,95903.55,831,25,0.704,3,36,1,0,0
58,93915.16,99066.87,705,32,0.733,1,12,0,1,0
21,94813.7,34134.58,719,0,0.174,1,24,0,1,0
39,260027.47,135866.66,648,15,0.367,0,24,1,1,0
29,120457.62,102802.34,502,8,0.518,1,48,0,1,1
57,173897.33,141795.16,717,28,0.559,1,36,1,1,0
49,103464.43,29806.79,612,24,0.129,2,36,1,0,0
33,50000.0,39577.12,706,7,0.518,1,48,0,1,0
43,147643.2,88185.0,641,21,0.322,0,24,1,1,0
45,81130.64,127831.4,680,15,0.688,0,48,1,1,0
40,93805.61,43837.43,594,17,0.304,2,36,0,0,0
39,67925.24,44806.21,733,12,0.286,4,36,0,0,0
23,112729.4,127512.32,559,0,0.686,4,36,0,1,1
39,176192.12,135331.6,850,10,0.418,1,48,1,0,0
34,165998.19,72520.47,850,6,0.295,1,60,0,1,0
53,222745.53,185762.19,799,22,0.534,1,24,1,1,0
55,237418.99,210643.27,768,32,0.382,1,12,1,1,0
51,50000.0,15640.55,653,19,0.162,0,36,1,1,0
22,63759.33,46702.29,759,0,0.501,0,36,0,1,0
54,50000.0,54076.73,652,29,0.92,2,24,0,0,0
36,144982.55,48003.4,528,12,0.128,0,60,1,1,1
37,79866.61,17875.41,788,8,0.091,1,48,1,1,0
58,87541.55,68695.28,756,26,0.65,2,36,1,0,0
55,98965.95,107375.25,657,26,0.601,1,36,0,0,0
23,129593.36,87258.78,556,2,0.339,1,12,1,0,0
35,55915.98,40768.0,610,9,0.356,2,36,1,0,1
50,61914.61,101784.9,505,21,0.95,3,36,0,1,1
42,109161.45,96015.0,740,17,0.577,1,60,0,1,0
31,187106.95,135529.63,524,1,0.323,1,36,1,1,1
41,107858.04,148594.68,684,12,0.818,4,24,1,0,0
55,76401.16,31322.25,588,34,0.208,1,24,0,1,0
29,50000.0,45836.85,539,2,0.414,1,24,0,0,1
50,167494.2,109119.74,680,27,0.611,0,60,0,1,0
50,78341.34,56680.5,632,24,0.446,4,48,1,0,0
56,65098.28,43010.8,731,31,0.505,1,60,0,0,0
32,50418.01,10779.1,552,2,0.19,2,60,0,1,1
29,57091.16,82208.85,596,0,0.682,3,12,1,0,0
42,70788.62,87486.48,457,16,0.527,1,48,0,0,1
42,97979.94,92587.97,474,15,0.478,4,48,0,0,1
37,63326.95,31269.61,813,9,0.384,1,24,0,0,0
52,118606.74,74878.38,837,24,0.366,0,36,0,0,0
52,97645.47,128471.28,668,24,0.847,2,48,0,1,1
30,296527.88,125544.66,590,0,0.153,0,60,1,1,0
52,50665.51,10000.0,635,20,0.07,2,12,0,0,0
30,117320.61,10181.28,734,0,0.052,2,60,1,1,0
37,117983.76,82383.89,616,15,0.307,4,60,0,1,1
22,68613.81,59186.22,680,0,0.711,2,60,0,1,0
34,113875.79,76356.03,659,8,0.617,1,12,1,1,1
59,154248.08,82143.67,612,32,0.482,3,24,1,1,0
38,113939.3,96933.17,615,11,0.535,0,48,0,1,0
49,203415.97,160714.48,685,20,0.413,3,24,1,0,0
25,50000.0,28806.89,577,0,0.369,3,12,0,0,1
46,74682.04,40228.0,698,22,0.222,1,48,1,0,0
35,211879.97,53060.42,620,9,0.229,1,12,0,1,0
50,164458.22,60504.61,671,19,0.277,1,36,1,1,0
58,139139.22,92552.36,778,34,0.347,1,60,0,1,0
42,190031.84,96794.85,646,21,0.41,2,36,1,1,0
25,50000.0,83622.57,738,0,0.831,1,60,0,0,0
40,156064.52,147532.04,508,17,0.757,0,36,0,0,1
25,176128.05,81482.22,620,0,0.273,2,36,1,1,1
38,81111.9,103667.43,662,8,0.95,4,12,0,1,0
23,356167.61,289637.19,823,0,0.768,2,36,1,1,0
46,119176.04,134229.62,493,21,0.611,4,24,1,1,0
33,50000.0,97397.74,652,9,0.95,3,60,0,1,1
29,129517.64,109982.56,784,7,0.418,0,60,1,1,0
21,78909.98,62846.66,593,0,0.661,2,12,0,0,0
56,184286.68,143787.14,642,33,0.503,2,12,0,0,0
54,139605.35,131248.23,688,28,0.884,2,48,1,0,0
53,83360.93,120339.62,676,26,0.95,0,36,0,1,0
23,214508.23,113032.61,793,2,0.271,1,24,1,1,0
34,166500.42,83776.45,698,3,0.212,1,24,1,1,0
59,75164.63,62273.3,773,30,0.598,4,24,1,1,0
44,101882.93,49830.47,629,23,0.265,0,36,0,1,0
26,137669.69,122320.57,597,0,0.446,3,12,0,1,1
26,92603.44,75228.23,641,5,0.55,3,48,0,1,0
31,93856.31,136822.25,561,4,0.95,2,24,0,1,1
59,110915.76,117857.3,701,33,0.715,2,36,0,1,0
27,67534.28,63306.19,627,0,0.494,0,36,1,0,1
